year,species_code,comp_type,base_iss_age,sub_iss_age,sub_samp,region
2017,10262,total,219.1608016905521,145.83937990598926,a50,goa
2017,21720,female,65.32989531485654,40.11615811343113,a50,goa
2017,21720,male,54.85253869631415,36.70354120207117,a50,goa
2017,21720,total,94.6309012854586,61.7781469268759,a50,goa
2017,21740,female,14.244041818953743,13.954584068075064,a50,goa
2017,21740,male,17.55125870561815,16.499855624723978,a50,goa
2017,21740,total,17.627279208896358,17.14753758071761,a50,goa
2017,30051,female,48.426885272599954,31.144591919963315,a50,goa
2017,30051,male,45.58434723532718,29.283107857899164,a50,goa
2017,30051,total,85.68907022660308,56.55915462679796,a50,goa
2017,30052,female,47.66137977345999,29.778035435661756,a50,goa
2017,30052,male,47.45178775484846,30.673263606175063,a50,goa
2017,30052,total,92.08666288231969,60.67112728490873,a50,goa
2017,30060,female,172.1133895064446,117.2553546301435,a50,goa
2017,30060,male,152.4672592131331,105.05952332000898,a50,goa
2017,30060,total,277.26361016788985,199.12086448962287,a50,goa
2017,30152,female,93.14404110906116,61.150413480102536,a50,goa
2017,30152,male,60.95350342802293,40.8794692078541,a50,goa
2017,30152,total,123.3681199825037,87.4499731102797,a50,goa
2017,30420,female,93.44099879053168,62.22274556633545,a50,goa
2017,30420,male,76.12160957738925,48.77759128218207,a50,goa
2017,30420,total,157.7625510590425,105.885903573975,a50,goa
2019,10110,female,375.99588736119273,211.7683878800456,a50,goa
